40.4450351000000,-86.9133436000000,school,education
40.4000356000000,-86.8777867000000,school,education
40.3978135000000,-86.8780645000000,school,education
40.3869802000000,-86.8769531000000,school,education
40.4050356000000,-86.8911203000000,school,education
40.4326583000000,-86.8824010000000,school,education
40.4408686000000,-86.8736205000000,school,education
40.4253131000000,-86.9066765000000,school,education
40.4105912000000,-86.8716757000000,school,education
40.4419038000000,-86.9300225000000,school,education
40.4289240000000,-86.9530664000000,school,education
40.4017022000000,-86.9397322000000,school,education
40.4272357000000,-86.8808520000000,hospital,healthcare
40.4340142000000,-86.8750715000000,school,education
40.4176548000000,-86.8834018000000,school,education
40.3964246000000,-86.8738977000000,school,education
40.4128133000000,-86.8938983000000,school,education
40.4594794000000,-86.8938991000000,hospital,healthcare
40.4233687000000,-86.8880651000000,school,education
40.4217867000000,-86.9012617000000,cinema,entertainment
40.4244245000000,-86.9140267000000,fountain,entertainment
40.4575169000000,-86.9322367000000,pharmacy,healthcare
40.3914347000000,-86.8525977000000,restaurant,sustenance
40.4235587000000,-86.9080991000000,pub,sustenance
40.4245509000000,-86.9084243000000,restaurant,sustenance
40.4522608000000,-86.9197182000000,"doctors ",healthcare
40.4240870000000,-86.9090249000000,restaurant,sustenance
40.4214303000000,-86.9016941000000,cafe,sustenance
40.4529435000000,-86.9197144000000,restaurant,sustenance
40.4237910000000,-86.9089845000000,bar,sustenance
40.4240455000000,-86.9083410000000,bar,sustenance
40.4247809000000,-86.9119728000000,restaurant,sustenance
40.4227606000000,-86.9076782000000,restaurant,sustenance
40.3985889000000,-86.8751701000000,school,education
40.4229100000000,-86.9080183000000,bar,sustenance
40.4155002000000,-86.8713485000000,shelter,services
40.4170876000000,-86.8233918000000,restaurant,sustenance
40.4187569000000,-86.8916578000000,bar,sustenance
40.4188013000000,-86.8944521000000,restaurant,sustenance
40.4192649000000,-86.8938529000000,restaurant,sustenance
40.4193119000000,-86.8899454000000,restaurant,sustenance
40.4463070000000,-86.9214830000000,fuel,transportation
40.4250476000000,-86.9131065000000,library,education
40.4264539000000,-86.9130682000000,library,education
40.4275052000000,-86.9122769000000,library,education
40.4299646000000,-86.9132307000000,library,education
40.4303560000000,-86.9148686000000,library,education
40.4297828000000,-86.9159392000000,library,education
40.4262569000000,-86.9157551000000,library,education
40.4274930000000,-86.9194393000000,library,education
40.4234083000000,-86.9179512000000,library,education
40.4236722000000,-86.9107713000000,library,education
40.4194020000000,-86.9148787000000,library,education
40.4189398000000,-86.8944619000000,cafe,sustenance
40.4240729000000,-86.9075626000000,bar,sustenance
40.3679021000000,-86.8611713000000,restaurant,sustenance
40.3677243000000,-86.8602272000000,fuel,transportation
40.3663530000000,-86.8753146000000,fuel,transportation
40.3683826000000,-86.8568032000000,atm,financial
40.4254231000000,-86.9118418000000,bench,utilities
40.4254231000000,-86.9118546000000,bench,utilities
40.4254299000000,-86.9118700000000,bench,utilities
40.4247881000000,-86.9117704000000,bench,utilities
40.4245468000000,-86.9117494000000,bench,utilities
40.4245186000000,-86.9117494000000,bench,utilities
40.4244942000000,-86.9117506000000,bench,utilities
40.4244669000000,-86.9117506000000,bench,utilities
40.4244002000000,-86.9117179000000,bench,utilities
40.4244218000000,-86.9117210000000,bench,utilities
40.4316300000000,-86.8983074000000,bench,utilities
40.4304947000000,-86.8989840000000,bench,utilities
40.4306650000000,-86.8989267000000,bench,utilities
40.4310224000000,-86.8987580000000,bench,utilities
40.4313675000000,-86.8985937000000,bench,utilities
40.4315866000000,-86.8984594000000,bbq,sustenance
40.4243275000000,-86.9167879000000,bench,utilities
40.4243300000000,-86.9168081000000,bench,utilities
40.4247292000000,-86.9168186000000,bench,utilities
40.4247153000000,-86.9168244000000,bench,utilities
40.4246989000000,-86.9168316000000,bench,utilities
40.4246478000000,-86.9168231000000,bench,utilities
40.4382259000000,-86.9004364000000,bench,utilities
40.4380980000000,-86.9002984000000,bench,utilities
40.4301608000000,-86.8991603000000,bench,utilities
40.4299277000000,-86.8992688000000,bench,utilities
40.4273414000000,-86.9008019000000,bench,utilities
40.4272399000000,-86.9005338000000,bench,utilities
40.4220370000000,-86.8972005000000,bench,utilities
40.4219744000000,-86.8972031000000,bench,utilities
40.4219299000000,-86.9046949000000,bar,sustenance
40.4237930000000,-86.9082729000000,atm,financial
40.4189953000000,-86.8946614000000,bar,sustenance
40.4307049000000,-86.9130230000000,bank,financial
40.4524418000000,-86.9153201000000,atm,financial
40.4240567000000,-86.9084826000000,restaurant,sustenance
40.4281658000000,-86.9112671000000,bench,utilities
40.4281907000000,-86.9112345000000,bench,utilities
40.4280951000000,-86.9113778000000,bench,utilities
40.4280808000000,-86.9114104000000,bench,utilities
40.4177734000000,-86.8907361000000,bench,utilities
40.4189334000000,-86.8933468000000,fountain,entertainment
40.4188941000000,-86.8933009000000,bench,utilities
40.4189045000000,-86.8934046000000,bench,utilities
40.4189106000000,-86.8933009000000,bench,utilities
40.4188885000000,-86.8933453000000,bench,utilities
40.4188885000000,-86.8933885000000,bench,utilities
40.4189754000000,-86.8933966000000,bench,utilities
40.4189759000000,-86.8933614000000,bench,utilities
40.4189778000000,-86.8933238000000,bench,utilities
40.4189961000000,-86.8937075000000,bench,utilities
40.4189956000000,-86.8936397000000,bench,utilities
40.4187034000000,-86.8941037000000,bench,utilities
40.4186409000000,-86.8941018000000,bench,utilities
40.4176221000000,-86.8907500000000,bench,utilities
40.4176115000000,-86.8907718000000,bench,utilities
40.4175965000000,-86.8908123000000,bench,utilities
40.4175874000000,-86.8908548000000,bench,utilities
40.4274519000000,-86.9164940000000,bench,utilities
40.4274715000000,-86.9164708000000,bench,utilities
40.4274909000000,-86.9164289000000,bench,utilities
40.4274194000000,-86.9164536000000,bench,utilities
40.4274382000000,-86.9164120000000,bench,utilities
40.4274641000000,-86.9163921000000,bench,utilities
40.4247076000000,-86.9135002000000,bench,utilities
40.4247311000000,-86.9134842000000,bench,utilities
40.4247717000000,-86.9134842000000,bench,utilities
40.4248111000000,-86.9134837000000,bench,utilities
40.4248228000000,-86.9135068000000,bench,utilities
40.4253978000000,-86.9135477000000,bench,utilities
40.4254070000000,-86.9135345000000,bench,utilities
40.4254523000000,-86.9135989000000,bench,utilities
40.4254607000000,-86.9135896000000,bench,utilities
40.4254858000000,-86.9135544000000,bench,utilities
